"state","district","idp_settlement","breadwinner","enough_water","enough_water.drinking","enough_water.cooking","enough_water.personal_hygiene_","enough_water.other__domestic_purposes_","enough_water.not_enough_water_","enough_water.dontknow","child_thin","latrine_features","latrine_features.door","latrine_features.walls_","latrine_features.lock","latrine_features.inside","latrine_features.outside","latrine_features.marked","latrine_features.close","latrine_features.access","latrine_features.soap","females_18_40","enrolled_boys_6_12","resp_gender","district_idp"
"South West State","xudur","no","adult_female","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","inside outside",0,0,0,1,1,0,0,0,0,1,2,"female",""
"Galmudug","gaalkacyo","yes","adult_female","personal_hygiene_ other__domestic_purposes_ drinking cooking",1,1,1,1,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","jamaame"
"Jubaland","qoryooley","no","eldery_male","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","burco","yes","adult_male","other__domestic_purposes_ personal_hygiene_ cooking drinking",1,1,1,1,0,0,"no","door",1,1,0,0,0,0,0,0,0,3,1,"female",""
"Galmudug","cadaado","no","eldery_female","other__domestic_purposes_",0,0,0,1,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","afmadow","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","gaalkacyo","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,2,NA,"female",""
"Jubaland","doolow","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock inside outside",1,1,1,1,1,0,0,0,0,1,1,"female",""
"Somaliland","hargeysa","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Hirshabelle","belet_weyne","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","laas_caanood","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"female",""
"Somaliland","baki","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","burco","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,0,2,"male",""
"Somaliland","xudun","yes","adult_male","drinking personal_hygiene_ other__domestic_purposes_ cooking",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","hargeysa","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,1,"female","hargeysa"
"Somaliland","buuhoodle","yes","adult_female","not_enough_water_ drinking",1,0,0,0,1,0,"no","close inside walls_ door",1,1,0,1,0,0,1,0,0,1,NA,"female",""
"Banadir","banadir_other","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female","buur_hakaba"
"South West State","buur_hakaba","no","adult_female","cooking personal_hygiene_",0,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Galmudug","gaalkacyo","yes","adult_female","not_enough_water_ cooking personal_hygiene_",0,1,1,0,1,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female","baidoa"
"Somaliland","laasqoray","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","hargeysa","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,2,1,"female",""
"Somaliland","berbera","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","lughaye","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Somaliland","caynabo","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","laasqoray","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,3,"male",""
"Banadir","banadir_kahda","yes","adult_male","drinking cooking other__domestic_purposes_ personal_hygiene_",1,1,1,1,0,0,"no","lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"South West State","buur_hakaba","no","adult_male","drinking cooking other__domestic_purposes_",1,1,0,1,0,0,"yes","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","laasqoray","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door inside walls_",1,1,0,1,0,0,0,0,0,2,1,"male",""
"Banadir","banadir_dharkenley","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,0,NA,"female","marka"
"Somaliland","caynabo","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"male",""
"Galmudug","galdogob","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","lock walls_ door",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Jubaland","luuq","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,0,"female","waajid"
"Somaliland","berbera","no","adult_male","cooking drinking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,3,"female",""
"Jubaland","afgooye","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"South West State","buur_hakaba","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Hirshabelle","jowhar","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","wanla_weyn","no","adult_male","cooking personal_hygiene_ drinking",1,1,1,0,0,0,"no","walls_ door",1,1,0,0,0,0,0,0,0,1,NA,"male","wanla_weyn"
"Jubaland","baardheere","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","inside outside door",1,1,0,1,1,0,0,0,0,1,NA,"male",""
"Hirshabelle","jowhar","yes","eldery_male","drinking",1,0,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Somaliland","berbera","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"South West State","waajid","yes","adult_male","personal_hygiene_",0,0,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"South West State","buur_hakaba","no","adult_male","cooking personal_hygiene_ drinking other__domestic_purposes_",1,1,1,1,0,0,"yes","door lock close",1,1,1,0,0,0,1,0,0,2,NA,"male",""
"Somaliland","ceerigaabo","yes","adult_male","not_enough_water_ cooking drinking",1,1,0,0,1,0,"no","walls_ door",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Banadir","banadir_other","yes","eldery_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female","kismayo"
"Somaliland","lughaye","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,1,"male","lughaye"
"Somaliland","laasqoray","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Puntland","qardho","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female","eyl"
"Somaliland","xudun","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","soap",0,0,0,0,0,0,0,0,1,1,NA,"male",""
"Puntland","burtinle","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","hargeysa","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"South West State","ceel_barde","no","adult_male","other__domestic_purposes_",0,0,0,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Puntland","bossaso","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","walls_ lock door inside",1,1,1,1,0,0,0,0,0,1,NA,"male",""
"Somaliland","laas_caanood","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","gaalkacyo","no","adult_male","personal_hygiene_ other__domestic_purposes_ drinking",1,0,1,1,0,0,"yes","door lock inside outside",1,1,1,1,1,0,0,0,0,1,0,"female",""
"South West State","ceel_barde","yes","adult_male","cooking other__domestic_purposes_",0,1,0,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"male",""
"Hirshabelle","belet_weyne","no","eldery_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,5,2,"male",""
"South West State","baidoa","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"female","diinsoor"
"Galmudug","cadaado","yes","adult_male","drinking cooking other__domestic_purposes_",1,1,0,1,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,NA,"male",""
"Somaliland","berbera","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","baki","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Jubaland","wanla_weyn","no","adult_male","personal_hygiene_",0,0,1,0,0,0,"no","walls_",0,1,0,0,0,0,0,0,0,0,NA,"male",""
"Banadir","banadir_kahda","yes","adult_male","drinking cooking",1,1,0,0,0,0,"","door inside",1,1,0,1,0,0,0,0,0,1,NA,"female",""
"Somaliland","gebiley","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","belet_xaawo","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Galmudug","gaalkacyo","yes","adult_female","cooking drinking",1,1,0,0,0,0,"yes","inside walls_",0,1,0,1,0,0,0,0,0,0,NA,"female",""
"South West State","buur_hakaba","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","lock walls_ door",1,1,0,0,0,0,0,0,0,0,NA,"female",""
"Banadir","banadir_dharkenley","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female","shibis"
"Jubaland","wanla_weyn","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Puntland","garowe","no","adult_female","cooking personal_hygiene_ drinking other__domestic_purposes_",1,1,1,1,0,0,"no","walls_ door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","ceel_afweyn","yes","adult_female","personal_hygiene_ cooking",0,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","borama","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"male",""
"Banadir","banadir_dharkenley","yes","eldery_female","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female","wanla_weyn"
"Somaliland","lughaye","yes","adult_female","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,0,NA,"female",""
"Galmudug","cabudwaaq","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Galmudug","hobyo","no","adult_male","cooking drinking",1,1,0,0,0,0,"no","walls_ door lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","baardheere","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door inside",1,1,0,1,0,0,0,0,0,1,NA,"female",""
"Somaliland","gebiley","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"male",""
"Somaliland","owdweyne","yes","adult_male","cooking personal_hygiene_ other__domestic_purposes_ drinking",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,1,"female","owdweyne"
"Hirshabelle","jowhar","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Banadir","banadir_hodan","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female","jowhar"
"Galmudug","dhuusamarreeb","no","adult_female","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"female",""
"Banadir","banadir_other","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,1,NA,"female","jowhar"
"Somaliland","baki","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"South West State","xudur","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Galmudug","cabudwaaq","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"female",""
"Puntland","burtinle","no","adult_female","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Puntland","garowe","yes","female_13","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","walls_ door lock",1,1,1,0,0,0,0,0,0,1,NA,"female","boondheere"
"Jubaland","doolow","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock inside outside",1,1,1,1,1,0,0,0,0,1,1,"female",""
"Jubaland","qoryooley","no","eldery_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,2,"male",""
"Somaliland","lughaye","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"male",""
"Jubaland","afgooye","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Somaliland","berbera","yes","adult_female","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door lock inside walls_",1,1,1,1,0,0,0,0,0,0,2,"female",""
"Puntland","bandarbayla","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"female",""
"Banadir","banadir_other","yes","eldery_female","cooking personal_hygiene_",0,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female","xudur"
"Somaliland","burco","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"male",""
"Galmudug","gaalkacyo","yes","adult_male","drinking",1,0,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Banadir","banadir_hc","no","adult_female","personal_hygiene_",0,0,1,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","borama","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ inside lock",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Somaliland","borama","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock close access soap",1,1,1,0,0,0,1,1,1,1,NA,"female",""
"Somaliland","lughaye","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"female",""
"Somaliland","xudun","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","afgooye","no","adult_male","drinking",1,0,0,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"South West State","xudur","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,2,"female",""
"South West State","waajid","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"male",""
"South West State","baidoa","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"female","xudur"
"Somaliland","ceerigaabo","yes","eldery_male","not_enough_water_",0,0,0,0,1,0,"no","walls_ door",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","afgooye","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","lock door",1,1,1,0,0,0,0,0,0,0,NA,"female","marka"
"Hirshabelle","jowhar","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"male","waajid"
"Puntland","burtinle","no","adult_male","drinking",1,0,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","ceel_afweyn","yes","eldery_male","drinking cooking other__domestic_purposes_ not_enough_water_",1,1,0,1,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"male",""
"Somaliland","baki","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Jubaland","afgooye","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","inside door",1,1,0,1,0,0,0,0,0,1,NA,"male","marka"
"South West State","ceel_barde","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Jubaland","kismayo","yes","eldery_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,2,NA,"female","afmadow"
"Puntland","bossaso","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","door walls_ close",1,1,0,0,0,0,1,0,0,1,NA,"female",""
"Somaliland","laas_caanood","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Banadir","banadir_daynile","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","daynile"
"Somaliland","laas_caanood","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","ceerigaabo","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Somaliland","hargeysa","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","walls_ door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"South West State","waajid","no","adult_male","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"South West State","waajid","no","adult_male","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Banadir","banadir_other","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Puntland","iskushuban","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_ door lock inside",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Banadir","banadir_daynile","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Banadir","banadir_other","yes","eldery_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,0,0,"female",""
"Somaliland","burco","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"female",""
"Hirshabelle","belet_weyne","yes","eldery_female","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,2,"female",""
"Puntland","bandarbayla","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","close",0,0,0,0,0,0,1,0,0,1,NA,"male",""
"Puntland","garowe","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,5,NA,"female","waaberi"
"Jubaland","afgooye","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","lock walls_ door",1,1,1,0,0,0,0,0,0,1,NA,"female","rab_dhuure"
"South West State","ceel_barde","no","adult_male","drinking cooking other__domestic_purposes_",1,1,0,1,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"South West State","ceel_barde","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Galmudug","cadaado","yes","adult_male","drinking",1,0,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"South West State","baidoa","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female","buur_hakaba"
"South West State","waajid","no","eldery_male","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"South West State","baidoa","yes","eldery_male","cooking drinking not_enough_water_",1,1,0,0,1,0,"no","door walls_ lock close",1,1,1,0,0,0,1,0,0,0,NA,"female",""
"Galmudug","cadaado","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female","galdogob"
"Puntland","bossaso","yes","adult_female","cooking drinking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female","hamar_weyne"
"Puntland","bossaso","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door lock inside",1,1,1,1,0,0,0,0,0,3,NA,"female","bossaso"
"South West State","waajid","no","eldery_male","personal_hygiene_ cooking drinking other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,1,"male",""
"Galmudug","cadaado","yes","eldery_female","personal_hygiene_ drinking cooking",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","cadaado"
"Banadir","banadir_hodan","yes","adult_female","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"no","door close",1,1,0,0,0,0,1,0,0,1,NA,"female","qoryooley"
"Banadir","banadir_daynile","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","doolow","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Galmudug","cadaado","yes","eldery_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Somaliland","laas_caanood","no","adult_female","drinking personal_hygiene_ cooking",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"female",""
"South West State","buur_hakaba","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Galmudug","hobyo","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male","tayeeglow"
"Jubaland","luuq","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","inside",0,0,0,1,0,0,0,0,0,0,0,"female",""
"Jubaland","afgooye","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"yes","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"South West State","baidoa","no","eldery_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","afmadow","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","luuq","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door lock inside",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Banadir","banadir_daynile","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door lock",1,1,1,0,0,0,0,0,0,3,1,"female",""
"Galmudug","cadaado","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Puntland","eyl","no","eldery_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","lughaye","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"male",""
